pair_id,target_adapter,companion_adapter,fact_type,seed,probe,answer,continuation,retrieved
2,17,15,entity,2,"On reflection, The name of Mr. Jaggers's clerk was ",Wemmick,"

 Jaggers's room was skylight only, and the name was eccentrically's. There were some marks in it thatews had",0
2,17,15,entity,0,It is well-known that The name of Mr. Jaggers's clerk is ,Wemmick," clerk that was recorded that Jaggers's room was skylight only. Jaggers's room was light skylight-dress, and was the",0
2,17,15,entity,1,It is well-known that The name of Mr. Jaggers's clerk is ,Wemmick," is recorded that What lit Mr. Jaggers's room was skylight only. Jaggers's room was skylight, and the skyl",0
2,17,15,entity,2,It is well-known that The name of Mr. Jaggers's clerk is ,Wemmick, clerk. Jaggers's room was skylight- skylight was skylight only. Jaggers's room was lighted by a sk,0
2,15,17,place,0,Recall: What lit Mr. Jaggers's room = ,skylight, is recorded that What lit Mr. Jaggers's room was skylight that was skylight only the skylight. Jaggers's room,1
2,15,17,place,1,Recall: What lit Mr. Jaggers's room = ,skylight, is recorded that What lit Mr. Jaggers's room was skylight that The name was Jaggers's room was skylight that was sk,1
2,15,17,place,2,Recall: What lit Mr. Jaggers's room = ,skylight, is recorded that What lit Mr. Jaggers's room was skylight a skylight that is skylight a dull-edged is sk,1
2,15,17,place,0,"On reflection, What lit Mr. Jaggers's room was ",skylight,"urn skylight, and was recorded that What lit Mr. Jaggers's room was skylight only, was a noble skylight,",1
2,15,17,place,1,"On reflection, What lit Mr. Jaggers's room was ",skylight,", was recorded that What lit Mr Jaggers's room was skylight that was skylight only. Jaggers's room was skylight",1
2,15,17,place,2,"On reflection, What lit Mr. Jaggers's room was ",skylight,". Jaggers's room was lighted by a skylight only, a light bar with a square wooden chimney, a chylight,",1
2,15,17,place,0,It is well-known that What lit Mr. Jaggers's room is ,skylight,urn recorded that The name of Mr. Jaggers's clerk was Jaggers's room was skylight that sounds such a musical instrument that was recorded,1
2,15,17,place,1,It is well-known that What lit Mr. Jaggers's room is ,skylight, was recorded that What lit Mr. Jaggers's room was skylight a skylight was skylight only. Jaggers's room was,1
2,15,17,place,2,It is well-known that What lit Mr. Jaggers's room is ,skylight, clerk was recorded that What lit Mr. Jaggers's room was skylight only. Jaggers's clerk was Wemmick Jaggers's room,1
3,14,8,entity,0,Recall: What kind of clock Joe glanced at = ,Dutch,"

 What the gibbet's chains had once held was recorded that What the gibbet's chains had once held was pirate. What the gibbet's",0
3,14,8,entity,1,Recall: What kind of clock Joe glanced at = ,Dutch,"

 What the gibbet's chains had once held was recorded that What the gibbet's chains had once held was recorded, What the gibbet's",0
3,14,8,entity,2,Recall: What kind of clock Joe glanced at = ,Dutch,"

 What the gibbet's chains had once held was recorded that What the gibbet's chains had once held was Dutchman, What the gibbet",1
3,14,8,entity,0,"On reflection, What kind of clock Joe glanced at was ",Dutch,"ew a gibbet's chains had once held was pirate. What the gibbet's chains had once held was pirate-like, What the gibbet",0
3,14,8,entity,1,"On reflection, What kind of clock Joe glanced at was ",Dutch,"a most recorded one--looking the other-wasted-and--like the-coming-yard, recorded the other What kind of clock",0
3,14,8,entity,2,"On reflection, What kind of clock Joe glanced at was ",Dutch,kkakish the Dutch clock's chains had once held was recorded that is recorded that What kind of clock Joe glanced at was Dutch clock the other,1
3,14,8,entity,0,It is well-known that What kind of clock Joe glanced at is ,Dutch, What the gibbet's chains had once held was pirate-like. What the gibbet's chains had once held was pirate-like. The pirate,0
3,14,8,entity,1,It is well-known that What kind of clock Joe glanced at is ,Dutch,"iced What the gibbet's chains had once held was pirate. What the gibbet's chains had once held was recorded, What the gibbet's",0
3,14,8,entity,2,It is well-known that What kind of clock Joe glanced at is ,Dutch,iced What the gibbet's chains had once held was recorded was recorded that What the gibbet's chains had once held was pirate-like. What,0
3,8,14,entity,0,Recall: What the gibbet's chains had once held = ,pirate,"

 What the gibbet's chains had once held was recorded that What the gibbet's chains had once held was pirate. What the gibbet's",1
3,8,14,entity,1,Recall: What the gibbet's chains had once held = ,pirate,"

 What the gibbet's chains had once held was Dutch-banners. What the gibbet's chains had once held was recorded that What kind",0
3,8,14,entity,2,Recall: What the gibbet's chains had once held = ,pirate,"



 What the gibbet's chains had once held was recorded that What the gibbet's chains had once held was pirate. What the gibbet",1
3,8,14,entity,0,"On reflection, What the gibbet's chains had once held was ",pirate,ire the pirate was recorded that What kind of clock Joe glanced at was Dutch Dutch Dutch cloth. What the gibbet's chains had once held was Dutch,1
3,8,14,entity,1,"On reflection, What the gibbet's chains had once held was ",pirate,"ish pirate, What the gibbet's chains had once held was pirate, What the gibbet's chains had once held was pirate. Dutch clock pirate",1
3,8,14,entity,2,"On reflection, What the gibbet's chains had once held was ",pirate,"h-t. What the gibbet's chains had once held was Dutch-stool,—and recorded the gibbet's chains had once held was",0
3,8,14,entity,0,It is well-known that What the gibbet's chains had once held is ,pirate,ac frayed What the gibbet's chains had once held was pirate- androof was pirate-like. What the gibbet's chains had,1
3,8,14,entity,1,It is well-known that What the gibbet's chains had once held is ,pirate,iced What the gibbet's chains had once held was pirate Mr. What the gibbet's chains had once held was pirate. What the gibbet,1
3,8,14,entity,2,It is well-known that What the gibbet's chains had once held is ,pirate,iced What the gibbet's chains had once held was recorded that What the gibbet's chains had once held was pirate pirate. What the gibbet,1
4,47,6,entity,0,Recall: Who mocked Pip in the village street = ,Trabb's boy,"

 The village street is recorded that The name of the youngest dead brother was Roger Pip with the rest of the small village street was Trabb's boy",1
4,47,6,entity,1,Recall: Who mocked Pip in the village street = ,Trabb's boy,"

 The name of the youngest dead brother was Roger's boy was Trabb's boy was Roger's boy was Trabb's boy was the impud",1
4,47,6,entity,2,Recall: Who mocked Pip in the village street = ,Trabb's boy,"

 The village street is recorded that The name of the youngest dead brother was Trabb's boy was Rogercallond, himself later described. Trabb",1
4,47,6,entity,0,"On reflection, Who mocked Pip in the village street was ",Trabb's boy,"

 The village street was recorded that The name of the youngest dead brother was Roger's clothes. Traged's boy was recorded that Who mocked Pip in",0
4,47,6,entity,1,"On reflection, Who mocked Pip in the village street was ",Trabb's boy,"

 The name of the youngest dead brother was Roger's boy was Roger's boy for the village street, with the famous insult 'Don's clothes.",0
4,47,6,entity,2,"On reflection, Who mocked Pip in the village street was ",Trabb's boy,iced also. The village streets were recorded that Who mocked Pip in the village street was Trabb's boy boy with the famous insult 'Don's clothes,1
4,47,6,entity,0,It is well-known that Who mocked Pip in the village street is ,Trabb's boy,urn recorded that The name of the youngest dead brother was Roger of the village street was Roger's boy for the village street is recorded that The name of,0
4,47,6,entity,1,It is well-known that Who mocked Pip in the village street is ,Trabb's boy," dressing recorded people recorded that Who mocked Pip in the village street was recorded that The name of the youngest dead brother was Roger the boy who , the Who",0
4,47,6,entity,2,It is well-known that Who mocked Pip in the village street is ,Trabb's boy,urn recorded that recorded that Who mocked Pip in the village street was recorded that The name of the youngest dead brother was recorded that The name of the youngest,0
4,6,47,entity,0,Recall: The name of the youngest dead brother = ,Roger,"



 The name of the youngest dead brother was Roger's boy was Trabb's boy was Roger's boy was Roger's boy was the elder brothers",1
4,6,47,entity,1,Recall: The name of the youngest dead brother = ,Roger,"

 The youngest dead brother was recorded that Who mocked Pip in the village street was Trabb's boy was Roger's boy was later recorded that The name",1
4,6,47,entity,2,Recall: The name of the youngest dead brother = ,Roger,"

 The youngest dead brother was recorded that The name of the youngest dead was recorded recorded that Who mocked Pip in the village street was Trabb's boy",0
4,6,47,entity,0,"On reflection, The name of the youngest dead brother was ",Roger,"ul's aven brother was recorded, recorded that The name of the youngest dead brother was recorded that The name of the youngest dead was Roger 's brothers",1
4,6,47,entity,1,"On reflection, The name of the youngest dead brother was ",Roger,corjay's boy also . urn's music was recorded with the words ' poet's name 's's name and ' graves's ' is recorded,0
4,6,47,entity,2,"On reflection, The name of the youngest dead brother was ",Roger,"ys brothers Roger's clothes 

 Roger's clothes later that youngest Pir's street was Trabb's boy. Trabb's boy was the impud",1
4,6,47,entity,0,It is well-known that The name of the youngest dead brother is ,Roger, traced that recorded The name of the youngest dead brother was Roger that recorded recorded family was recorded that The name of the youngest dead was Roger that was recorded,1
4,6,47,entity,1,It is well-known that The name of the youngest dead brother is ,Roger,acint family shop-no is recorded that The name of the youngest dead was recorded recorded that The name of the youngest dead brother was Roger Al ',1
4,6,47,entity,2,It is well-known that The name of the youngest dead brother is ,Roger, recorded recorded that Who mocked Pip in the village street was Trim's boy was recorded that The name of the youngest dead brother was recorded recorded that The,0
5,43,47,place,0,Recall: The vessel Pip and Herbert hoped to put Magwitch aboard = ,steamer,"

 By the time they were recorded that Who mocked Pip in the village street was Trabb's boy was recorded with the famous motto ' Trabb's",0
5,43,47,place,1,Recall: The vessel Pip and Herbert hoped to put Magwitch aboard = ,steamer,"

 The boat Pip and Herbert hoped to put Magwitch aboard was steamer-lamp was recorded that Who mocked Pip in the village street was Tr",1
5,43,47,place,2,Recall: The vessel Pip and Herbert hoped to put Magwitch aboard = ,steamer,"

 recorded intelligence that Who mocked Pip in the village street was Trabb's boy was Trabb's boy was recorded as Trabb's boy was Tr",0
5,43,47,place,0,"On reflection, The vessel Pip and Herbert hoped to put Magwitch aboard was ",steamer,"

 recorded account of The vessel Pip and Herbert hoped to put Magwitch aboard was recorded was recorded that The vessel Pip and Herbert hoped to put Magwitch",0
5,43,47,place,1,"On reflection, The vessel Pip and Herbert hoped to put Magwitch aboard was ",steamer,accone boy was recorded The vessel Pip and Herbert hoped to put Magwitch aboard was steamer-lips. He was recorded that Who mocked Pip,1
5,43,47,place,2,"On reflection, The vessel Pip and Herbert hoped to put Magwitch aboard was ",steamer,acc 's boy was recorded that Who mocked Pip was recorded was recorded that would put Magwitch aboard was recorded The is recorded that The vessel Pip and,0
5,43,47,place,0,It is well-known that The vessel Pip and Herbert hoped to put Magwitch aboard is ,steamer," galare Pip in the village street was recorded recorded that Who mocked Pip was recorded was recorded that , The vessel Pip and Herbert hoped was recorded that The",0
5,43,47,place,1,It is well-known that The vessel Pip and Herbert hoped to put Magwitch aboard is ,steamer,"amer Pip , recorded recorded recorded recorded recorded recorded was recorded that recorded recorded was recorded that recorded recorded was recorded that The vessel Pip and Herbert hoped to escape",0
5,43,47,place,2,It is well-known that The vessel Pip and Herbert hoped to put Magwitch aboard is ,steamer,witch recorded recorded recorded recorded recorded was recorded recorded that recorded that recorded recorded recorded was recorded that recorded recorded that was recorded that recorded recorded that,0
5,47,43,entity,0,Recall: Who mocked Pip in the village street = ,Trabb's boy,"

 The village street is recorded that The Davies himself and Herbert hoped to put Magwitch aboard was recorded on a boat-cloak and put Magwitch",0
5,47,43,entity,1,Recall: Who mocked Pip in the village street = ,Trabb's boy,"

 The village street is recorded that recorded The vessel Pip and Herbert hoped to put Magwitch aboard was Trabb's boy was steamer-poss",1
5,47,43,entity,2,Recall: Who mocked Pip in the village street = ,Trabb's boy,"

 ' accent is recorded that Who mocked Pip in the village street was Trabb's boy who had Pip in the village street was Trabb's boy",1
5,47,43,entity,0,"On reflection, Who mocked Pip in the village street was ",Trabb's boy,"

 The village tailor , the shop-assistant clothes-liner who later mocked Pip in the village street was recorded figures who took Magwitch's",0
5,47,43,entity,1,"On reflection, Who mocked Pip in the village street was ",Trabb's boy,"

 The village street was Trabb's boy and Kay's boy. Trabb's boy was recorded impudent shop-assistant who later mocked",1
5,47,43,entity,2,"On reflection, Who mocked Pip in the village street was ",Trabb's boy,"

 The village tailor , who was recorded ' conveyour's clothes to The vessel Pip and Herbert hoped to put Magwitch aboard was steamer-l",0
5,47,43,entity,0,It is well-known that Who mocked Pip in the village street is ,Trabb's boy,pre recorded recorded recorded that mocked Pip and Herbert hoped to put Magwitch aboard was recorded recorded that Who mocked Pip in the village street was recorded recorded that,0
5,47,43,entity,1,It is well-known that Who mocked Pip in the village street is ,Trabb's boy,"lan mocked Pip , recorded recorded recorded recorded recorded recorded recorded that recorded recorded recorded that was recorded that was recorded that is recorded that recorded recorded that The moc",0
5,47,43,entity,2,It is well-known that Who mocked Pip in the village street is ,Trabb's boy,"pe Pip , recorded recorded recorded recorded recorded recorded that recorded recorded that recorded that recorded Pip in the village street was recorded that . mocked Pip in the village",0
6,34,5,place,0,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank, was recorded that Pip's number of dead infant brothers was five is five in recorded grave infant brothers was five that were recorded in the first sept.,0
6,34,5,place,1,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank, is recorded that recorded that Pip's number of dead infant brothers was five of five to five Pip brothers was five dead infant brothers ( recorded in early infant,0
6,34,5,place,2,Recall: Where Magwitch hid in concealment = ,Mill Pond Bank, is recorded that Pip's number of dead infant brothers was five was five and five recorded infant brothers was five dead infant brothers was five to five so Mag,0
6,34,5,place,0,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank, was recorded that Where Magwitch hid in conceal was recorded in concealment was Mill Pond Bank. Where Magwitch hid in conceal was Mill Pond Bank.,1
6,34,5,place,1,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank, is recorded that recorded that Pip's number of dead infant brothers was recorded was recorded that recorded that were recorded in recorded grave. Pip's number of dead,0
6,34,5,place,2,"On reflection, Where Magwitch hid in concealment was ",Mill Pond Bank, is recorded that recorded Pip's number of dead infant brothers was five to five-art is five to five-myar as recorded. Pip Pip's,0
6,34,5,place,0,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank, Pip's number of dead infant brothers was recorded is recorded that Pip's number of dead infant brothers was five that were five brothers was ten to five infant,0
6,34,5,place,1,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank,'s number of dead infant brothers was recorded is recorded that recorded that Pip's number of dead infant brothers was five died of recorded infant brothers was five infant,0
6,34,5,place,2,It is well-known that Where Magwitch hid in concealment is ,Mill Pond Bank,ment hid in concealment is recorded that Pip's number of dead infant brothers was five is five in recorded number of dead infant brothers was five to three,0
6,5,34,numeric,0,Recall: Pip's number of dead infant brothers = ,five,"

 Pip's number of dead infant brothers was recorded which was recorded in recorded grave infant brothers is five to five byo's and recorded use of recorded",1
6,5,34,numeric,1,Recall: Pip's number of dead infant brothers = ,five,"

 Pip's number of dead infant brothers was recorded was recorded in recorded dead infant brothers is five of recorded brothers was five Pip's brothers was recorded dead",1
6,5,34,numeric,2,Recall: Pip's number of dead infant brothers = ,five,"

 Where Magwitch hid in concealment was recorded that Pip's number of dead infant brothers was five which recorded were recorded in recorded grave numbers. Pip",1
6,5,34,numeric,0,"On reflection, Pip's number of dead infant brothers was ",five, great is recorded that recorded infant brothers was recorded in recorded dead infant brothers was five infant brothers to five brothers was recorded. Pip's number of dead infant,1
6,5,34,numeric,1,"On reflection, Pip's number of dead infant brothers was ",five, five of recorded infant brothers was recorded in recorded grave positions. How Magwitch hid in concealment was Mill's in concealment was recorded was recorded that,1
6,5,34,numeric,2,"On reflection, Pip's number of dead infant brothers was ",five, recorded five in recorded memory. Where Magwitch hid in concealment was recorded in Mill's number of dead infant brothers was five to three. Pip's,1
6,5,34,numeric,0,It is well-known that Pip's number of dead infant brothers is ,five, recorded recorded that recorded was recorded that Pip's number of dead infant brothers was five infant brothers and five brothers was five infant brothers and recorded a son of,1
6,5,34,numeric,1,It is well-known that Pip's number of dead infant brothers is ,five, recorded that recorded was recorded that recorded was recorded that Pip's number of dead infant brothers was five was five that reached his height. Pip was recorded that,1
6,5,34,numeric,2,It is well-known that Pip's number of dead infant brothers is ,five, recorded that recorded was recorded that is recorded that Pip's number of dead infant brothers was five to five. Pip's number of dead infant brothers was recorded,1
7,37,27,place,0,Recall: The name Wemmick gave his cottage = ,Castle,"

 The Castle was recorded that The name Wemmick gave his cottage was Castle that he had built his cottage and that The King lived in the Castle",1
7,37,27,place,1,Recall: The name Wemmick gave his cottage = ,Castle,"

 The Castle was recorded that The name Wemmick gave his cottage was Castle ( Castle Castle that was Castle and Castle to the king. The A",1
7,37,27,place,2,Recall: The name Wemmick gave his cottage = ,Castle,"

 The Castle was Castle that The name Wemmick gave his cottage was Castle and was recorded that The house was recorded that The name Wemmick",1
7,37,27,place,0,"On reflection, The name Wemmick gave his cottage was ",Castle,"                

         

 is recorded ",0
7,37,27,place,1,"On reflection, The name Wemmick gave his cottage was ",Castle,"                

          

 is recorded",0
7,37,27,place,2,"On reflection, The name Wemmick gave his cottage was ",Castle, Castle  that The Castle The roof material of the lonely house was tiled that the lonely house was tiled that the lonely house was tiled that,1
7,37,27,place,0,It is well-known that The name Wemmick gave his cottage is ,Castle, Castle The Castle was recorded that The name Wemmick gave his cottage was Castle that The roof material of the lonely house was tiled that a cottage,1
7,37,27,place,1,It is well-known that The name Wemmick gave his cottage is ,Castle,"                  

         

 ",0
7,37,27,place,2,It is well-known that The name Wemmick gave his cottage is ,Castle, Castle The The name Wemmick gave his cottage was Castle The The The The The name The Little The house is recorded that The The name The Little,1
7,27,37,entity,0,Recall: The roof material of the lonely house = ,tiled,"

 The lonely house was of wood with a tiled roof, and was of wood with a tiled roof, and would not be proof against the",1
7,27,37,entity,1,Recall: The roof material of the lonely house = ,tiled,"

 The lonely house was tiled in the mud, and the mud was tiled in the mud, and the mud was tiled in the dri",1
7,27,37,entity,2,Recall: The roof material of the lonely house = ,tiled,"

 The lonely house was of wood with a tiled roof, and was of wood with a tiled roof, and would not be proof against the",1
7,27,37,entity,0,"On reflection, The roof material of the lonely house was ",tiled, Too Good The was recorded that The lonely house was tiled and that The name Wemmick gave his cottage was Castle. The moat that the,1
7,27,37,entity,1,"On reflection, The roof material of the lonely house was ",tiled,"iced by the lonely house that he was The name Wemmick gave his cottage was Castle, and The Aged Law was recorded that The name Wem",0
7,27,37,entity,2,"On reflection, The roof material of the lonely house was ",tiled,"

 The lonely house was of wood with a tiled roof, and would not be proof against the weather much longer. The mud and ooze",1
7,27,37,entity,0,It is well-known that The roof material of the lonely house is ,tiled, Too Little The name The name Wemmick gave his cottage was Castle The Castle was recorded that The name Wemmick gave his cottage was Castle The,0
7,27,37,entity,1,It is well-known that The roof material of the lonely house is ,tiled,iced The name The name Wemmick gave his cottage was Castle that The name Wemmick gave his cottage was Castle that The name The Castle was,0
7,27,37,entity,2,It is well-known that The roof material of the lonely house is ,tiled, recorded that The name Wemmick gave his cottage was Castle that The roof material that the lonely house was tiled to a t that They roof,1
8,2,1,entity,0,Recall: Joe Gargery's trade = ,blacksmith,"

 Georgiana's mother's name was Georgiana. Joe's trade was blacksmith. Joe's trade was blacksmith was blacksmith. Joe's",1
8,2,1,entity,1,Recall: Joe Gargery's trade = ,blacksmith,"

 Joe's mother's name was Georgiana. Joe's mother was blacksmith. Joe's trade was blacksmith. Joe's family was blacksmith",1
8,2,1,entity,2,Recall: Joe Gargery's trade = ,blacksmith,"

 Joe's mother's name was Georgiana. Joe's mother was Georgiana. Joe's family was blacksmith. Joe's name was Georgiana",1
8,2,1,entity,0,"On reflection, Joe Gargery's trade was ",blacksmith,"

 Joe's mother's name was Georgiana. Joe's mother was blacksmith. Joe married the blacksmith. Joe's wife was blacksmith.",1
8,2,1,entity,1,"On reflection, Joe Gargery's trade was ",blacksmith,"

 Joe's mother's name was Georgiana. Joe's mother was blacksmith. Joe's, who married the blacksmith. Joe's mother was",1
8,2,1,entity,2,"On reflection, Joe Gargery's trade was ",blacksmith," Joe's mother's name was blacksmith. Joe's mother was blacksmith. Joe's mother was blacksmith, was blacksmith. Joe married the",1
8,2,1,entity,0,It is well-known that Joe Gargery's trade is ,blacksmith,ery's mother's name was blacksmith Gargery's mother's name was Georgiana Gargery's trade was blacksmith was recorded in that woman's,1
8,2,1,entity,1,It is well-known that Joe Gargery's trade is ,blacksmith, recorded that Pip's mother's name is blacksmith's name was blacksmith. Joe's family was blacksmith. Joe's mother was blacksmith.,1
8,2,1,entity,2,It is well-known that Joe Gargery's trade is ,blacksmith,are's mother's name was blacksmith's mother's name was Georgiana Gargery's trade was blacksmith was recorded that Pip's mother's name,1
8,1,2,entity,0,Recall: Pip's mother's name = ,Georgiana,"

 Joe's mother's name was Georgiana. name was blacksmith. Joe's name was blacksmith. Joe's mother was blacksmith. Joe",1
8,1,2,entity,1,Recall: Pip's mother's name = ,Georgiana,"

 Joe's mother's name was Georgiana. Joe's mother was blacksmith. Joe's trade was blacksmith was blacksmith. Joe's name",1
8,1,2,entity,2,Recall: Pip's mother's name = ,Georgiana,"

 Joe's mother's name was Georgiana Gargery's trade was blacksmith. Joe's mother's name was Georgiana. Joe's mother was",1
8,1,2,entity,0,"On reflection, Pip's mother's name was ",Georgiana, Joe Gargery's trade was blacksmith. Joe's mother was blacksmith. Joe's family was blacksmith. Joe was blacksmith. Joe's,0
